tree_id_new,tree_id_old,site_id,plot_id,spp,dist_m,az_deg,dec_deg,status,dbh,height_m,hdm_pa,b_lc,dmr_l,dmr_m,dmr_u,broom_pa,broom_pos,broom_stem,crown_class,dam_agent_1,dam_agent_2,path_ind_1,path_ind_2,crown_cond,outside_10,assessed_by,notes
m724,,,,,,,,,,,,,,,,,,,,,,,,,,,
m725,,,,,,,,,,,,,,,,,,,,,,,,,,,
m726,,,,,,,,,,,,,,,,,,,,,,,,,,,
m727,,,,,,,,,,,,,,,,,,,,,,,,,,,
m728,,,,,,,,,,,,,,,,,,,,,,,,,,,
m729,,,,,,,,,,,,,,,,,,,,,,,,,,,
m730,,,,,,,,,,,,,,,,,,,,,,,,,,,
m731,,,,,,,,,,,,,,,,,,,,,,,,,,,
m732,,,,,,,,,,,,,,,,,,,,,,,,,,,
m733,,,,,,,,,,,,,,,,,,,,,,,,,,,
m734,,,,,,,,,,,,,,,,,,,,,,,,,,,
m735,,,,,,,,,,,,,,,,,,,,,,,,,,,
m736,,,,,,,,,,,,,,,,,,,,,,,,,,,
m737,,,,,,,,,,,,,,,,,,,,,,,,,,,
m738,,,,,,,,,,,,,,,,,,,,,,,,,,,
m739,,,,,,,,,,,,,,,,,,,,,,,,,,,
m740,,,,,,,,,,,,,,,,,,,,,,,,,,,
m741,,,,,,,,,,,,,,,,,,,,,,,,,,,
m742,,,,,,,,,,,,,,,,,,,,,,,,,,,
m743,,,,,,,,,,,,,,,,,,,,,,,,,,,
m744,,,,,,,,,,,,,,,,,,,,,,,,,,,
m745,,,,,,,,,,,,,,,,,,,,,,,,,,,
m746,,,,,,,,,,,,,,,,,,,,,,,,,,,
m747,,,,,,,,,,,,,,,,,,,,,,,,,,,
m748,,,,,,,,,,,,,,,,,,,,,,,,,,,
m749,,,,,,,,,,,,,,,,,,,,,,,,,,,
m750,,,,,,,,,,,,,,,,,,,,,,,,,,,
m751,,,,,,,,,,,,,,,,,,,,,,,,,,,
m752,,,,,,,,,,,,,,,,,,,,,,,,,,,
m753,,,,,,,,,,,,,,,,,,,,,,,,,,,
m754,,,,,,,,,,,,,,,,,,,,,,,,,,,
m755,,,,,,,,,,,,,,,,,,,,,,,,,,,
m756,,,,,,,,,,,,,,,,,,,,,,,,,,,
m757,,,,,,,,,,,,,,,,,,,,,,,,,,,
m758,,,,,,,,,,,,,,,,,,,,,,,,,,,
m759,,,,,,,,,,,,,,,,,,,,,,,,,,,
m760,,,,,,,,,,,,,,,,,,,,,,,,,,,
m761,,,,,,,,,,,,,,,,,,,,,,,,,,,
m762,,,,,,,,,,,,,,,,,,,,,,,,,,,
m763,,,,,,,,,,,,,,,,,,,,,,,,,,,
m764,,,,,,,,,,,,,,,,,,,,,,,,,,,
m765,,,,,,,,,,,,,,,,,,,,,,,,,,,
m766,,,,,,,,,,,,,,,,,,,,,,,,,,,
m767,,,,,,,,,,,,,,,,,,,,,,,,,,,
m768,,,,,,,,,,,,,,,,,,,,,,,,,,,
m769,,,,,,,,,,,,,,,,,,,,,,,,,,,
m770,,,,,,,,,,,,,,,,,,,,,,,,,,,
m771,,,,,,,,,,,,,,,,,,,,,,,,,,,
m772,,,,,,,,,,,,,,,,,,,,,,,,,,,
m773,,,,,,,,,,,,,,,,,,,,,,,,,,,
m774,,,,,,,,,,,,,,,,,,,,,,,,,,,
m775,,,,,,,,,,,,,,,,,,,,,,,,,,,
m776,,,,,,,,,,,,,,,,,,,,,,,,,,,
m777,,,,,,,,,,,,,,,,,,,,,,,,,,,
m778,,,,,,,,,,,,,,,,,,,,,,,,,,,
m779,,,,,,,,,,,,,,,,,,,,,,,,,,,
m780,,,,,,,,,,,,,,,,,,,,,,,,,,,
m781,,,,,,,,,,,,,,,,,,,,,,,,,,,
m782,,,,,,,,,,,,,,,,,,,,,,,,,,,
m783,,,,,,,,,,,,,,,,,,,,,,,,,,,
m784,,,,,,,,,,,,,,,,,,,,,,,,,,,
m785,,,,,,,,,,,,,,,,,,,,,,,,,,,
m786,,,,,,,,,,,,,,,,,,,,,,,,,,,
m787,,,,,,,,,,,,,,,,,,,,,,,,,,,
m788,,,,,,,,,,,,,,,,,,,,,,,,,,,
m789,,,,,,,,,,,,,,,,,,,,,,,,,,,
m790,,,,,,,,,,,,,,,,,,,,,,,,,,,
m791,,,,,,,,,,,,,,,,,,,,,,,,,,,
m792,,,,,,,,,,,,,,,,,,,,,,,,,,,
m793,,,,,,,,,,,,,,,,,,,,,,,,,,,
m794,,,,,,,,,,,,,,,,,,,,,,,,,,,
m795,,,,,,,,,,,,,,,,,,,,,,,,,,,
m796,,,,,,,,,,,,,,,,,,,,,,,,,,,
m797,,,,,,,,,,,,,,,,,,,,,,,,,,,
m798,,,,,,,,,,,,,,,,,,,,,,,,,,,
m799,,,,,,,,,,,,,,,,,,,,,,,,,,,
m800,,,,,,,,,,,,,,,,,,,,,,,,,,,
m801,,,,,,,,,,,,,,,,,,,,,,,,,,,
m802,,,,,,,,,,,,,,,,,,,,,,,,,,,
m803,,,,,,,,,,,,,,,,,,,,,,,,,,,
m804,,,,,,,,,,,,,,,,,,,,,,,,,,,
m805,,,,,,,,,,,,,,,,,,,,,,,,,,,
m806,,,,,,,,,,,,,,,,,,,,,,,,,,,
m807,,,,,,,,,,,,,,,,,,,,,,,,,,,
m808,,,,,,,,,,,,,,,,,,,,,,,,,,,
m809,,,,,,,,,,,,,,,,,,,,,,,,,,,
m810,,,,,,,,,,,,,,,,,,,,,,,,,,,
m811,,,,,,,,,,,,,,,,,,,,,,,,,,,
m812,,,,,,,,,,,,,,,,,,,,,,,,,,,
m813,,,,,,,,,,,,,,,,,,,,,,,,,,,
m814,,,,,,,,,,,,,,,,,,,,,,,,,,,
m815,,,,,,,,,,,,,,,,,,,,,,,,,,,
m816,,,,,,,,,,,,,,,,,,,,,,,,,,,
m817,,,,,,,,,,,,,,,,,,,,,,,,,,,
m818,,,,,,,,,,,,,,,,,,,,,,,,,,,
m819,,,,,,,,,,,,,,,,,,,,,,,,,,,
m820,,,,,,,,,,,,,,,,,,,,,,,,,,,
m821,,,,,,,,,,,,,,,,,,,,,,,,,,,
m822,,,,,,,,,,,,,,,,,,,,,,,,,,,
m823,,,,,,,,,,,,,,,,,,,,,,,,,,,
m824,,,,,,,,,,,,,,,,,,,,,,,,,,,
m825,,,,,,,,,,,,,,,,,,,,,,,,,,,
m826,,,,,,,,,,,,,,,,,,,,,,,,,,,
m827,,,,,,,,,,,,,,,,,,,,,,,,,,,
m828,,,,,,,,,,,,,,,,,,,,,,,,,,,
m829,,,,,,,,,,,,,,,,,,,,,,,,,,,
m830,,,,,,,,,,,,,,,,,,,,,,,,,,,
m831,,,,,,,,,,,,,,,,,,,,,,,,,,,
m832,,,,,,,,,,,,,,,,,,,,,,,,,,,
m833,,,,,,,,,,,,,,,,,,,,,,,,,,,
m834,,,,,,,,,,,,,,,,,,,,,,,,,,,
m835,,,,,,,,,,,,,,,,,,,,,,,,,,,
m836,,,,,,,,,,,,,,,,,,,,,,,,,,,
m837,,,,,,,,,,,,,,,,,,,,,,,,,,,
m838,,,,,,,,,,,,,,,,,,,,,,,,,,,
m839,,,,,,,,,,,,,,,,,,,,,,,,,,,
m840,,,,,,,,,,,,,,,,,,,,,,,,,,,
m841,,,,,,,,,,,,,,,,,,,,,,,,,,,
m842,,,,,,,,,,,,,,,,,,,,,,,,,,,
m843,,,,,,,,,,,,,,,,,,,,,,,,,,,
m844,,,,,,,,,,,,,,,,,,,,,,,,,,,
m845,,,,,,,,,,,,,,,,,,,,,,,,,,,
m846,,,,,,,,,,,,,,,,,,,,,,,,,,,
m847,,,,,,,,,,,,,,,,,,,,,,,,,,,
m848,,,,,,,,,,,,,,,,,,,,,,,,,,,
m849,,,,,,,,,,,,,,,,,,,,,,,,,,,
m850,,,,,,,,,,,,,,,,,,,,,,,,,,,
m851,,,,,,,,,,,,,,,,,,,,,,,,,,,
m852,,,,,,,,,,,,,,,,,,,,,,,,,,,
m853,,,,,,,,,,,,,,,,,,,,,,,,,,,
m854,,,,,,,,,,,,,,,,,,,,,,,,,,,
m855,,,,,,,,,,,,,,,,,,,,,,,,,,,
m856,,,,,,,,,,,,,,,,,,,,,,,,,,,
m857,,,,,,,,,,,,,,,,,,,,,,,,,,,
m858,,,,,,,,,,,,,,,,,,,,,,,,,,,
m859,,,,,,,,,,,,,,,,,,,,,,,,,,,
m860,,,,,,,,,,,,,,,,,,,,,,,,,,,
m861,,,,,,,,,,,,,,,,,,,,,,,,,,,
m862,,,,,,,,,,,,,,,,,,,,,,,,,,,
m863,,,,,,,,,,,,,,,,,,,,,,,,,,,
m864,,,,,,,,,,,,,,,,,,,,,,,,,,,
m865,,,,,,,,,,,,,,,,,,,,,,,,,,,
m866,,,,,,,,,,,,,,,,,,,,,,,,,,,
m867,,,,,,,,,,,,,,,,,,,,,,,,,,,
m868,,,,,,,,,,,,,,,,,,,,,,,,,,,
m869,,,,,,,,,,,,,,,,,,,,,,,,,,,
m870,,,,,,,,,,,,,,,,,,,,,,,,,,,
m871,,,,,,,,,,,,,,,,,,,,,,,,,,,
m872,,,,,,,,,,,,,,,,,,,,,,,,,,,
m873,,,,,,,,,,,,,,,,,,,,,,,,,,,
m874,,,,,,,,,,,,,,,,,,,,,,,,,,,
m875,,,,,,,,,,,,,,,,,,,,,,,,,,,
m876,,,,,,,,,,,,,,,,,,,,,,,,,,,
m877,,,,,,,,,,,,,,,,,,,,,,,,,,,
m878,,,,,,,,,,,,,,,,,,,,,,,,,,,
m879,,,,,,,,,,,,,,,,,,,,,,,,,,,
m880,,,,,,,,,,,,,,,,,,,,,,,,,,,
m881,,,,,,,,,,,,,,,,,,,,,,,,,,,
m882,,,,,,,,,,,,,,,,,,,,,,,,,,,
m883,,,,,,,,,,,,,,,,,,,,,,,,,,,
m884,,,,,,,,,,,,,,,,,,,,,,,,,,,
m885,,,,,,,,,,,,,,,,,,,,,,,,,,,
m886,,,,,,,,,,,,,,,,,,,,,,,,,,,
m887,,,,,,,,,,,,,,,,,,,,,,,,,,,
m888,,,,,,,,,,,,,,,,,,,,,,,,,,,
m889,,,,,,,,,,,,,,,,,,,,,,,,,,,
m890,,,,,,,,,,,,,,,,,,,,,,,,,,,
m891,,,,,,,,,,,,,,,,,,,,,,,,,,,
m892,,,,,,,,,,,,,,,,,,,,,,,,,,,
m893,,,,,,,,,,,,,,,,,,,,,,,,,,,
m894,,,,,,,,,,,,,,,,,,,,,,,,,,,
m895,,,,,,,,,,,,,,,,,,,,,,,,,,,
m896,,,,,,,,,,,,,,,,,,,,,,,,,,,
m897,,,,,,,,,,,,,,,,,,,,,,,,,,,
m898,,,,,,,,,,,,,,,,,,,,,,,,,,,
m899,,,,,,,,,,,,,,,,,,,,,,,,,,,
m900,,,,,,,,,,,,,,,,,,,,,,,,,,,
m901,,,,,,,,,,,,,,,,,,,,,,,,,,,
m902,,,,,,,,,,,,,,,,,,,,,,,,,,,
m903,,,,,,,,,,,,,,,,,,,,,,,,,,,
m904,,,,,,,,,,,,,,,,,,,,,,,,,,,
m905,,,,,,,,,,,,,,,,,,,,,,,,,,,
m906,,,,,,,,,,,,,,,,,,,,,,,,,,,
m907,,,,,,,,,,,,,,,,,,,,,,,,,,,
m908,,,,,,,,,,,,,,,,,,,,,,,,,,,
m909,,,,,,,,,,,,,,,,,,,,,,,,,,,
m910,,,,,,,,,,,,,,,,,,,,,,,,,,,
m911,,,,,,,,,,,,,,,,,,,,,,,,,,,
m912,,,,,,,,,,,,,,,,,,,,,,,,,,,
m913,,,,,,,,,,,,,,,,,,,,,,,,,,,
m914,,,,,,,,,,,,,,,,,,,,,,,,,,,
m915,,,,,,,,,,,,,,,,,,,,,,,,,,,
m916,,,,,,,,,,,,,,,,,,,,,,,,,,,
m917,,,,,,,,,,,,,,,,,,,,,,,,,,,
m918,,,,,,,,,,,,,,,,,,,,,,,,,,,
m919,,,,,,,,,,,,,,,,,,,,,,,,,,,
m920,,,,,,,,,,,,,,,,,,,,,,,,,,,
m921,,,,,,,,,,,,,,,,,,,,,,,,,,,
m922,,,,,,,,,,,,,,,,,,,,,,,,,,,
m923,,,,,,,,,,,,,,,,,,,,,,,,,,,
m924,,,,,,,,,,,,,,,,,,,,,,,,,,,
m925,,,,,,,,,,,,,,,,,,,,,,,,,,,
m926,,,,,,,,,,,,,,,,,,,,,,,,,,,
m927,,,,,,,,,,,,,,,,,,,,,,,,,,,
m928,,,,,,,,,,,,,,,,,,,,,,,,,,,
m929,,,,,,,,,,,,,,,,,,,,,,,,,,,
m930,,,,,,,,,,,,,,,,,,,,,,,,,,,
m931,,,,,,,,,,,,,,,,,,,,,,,,,,,
m932,,,,,,,,,,,,,,,,,,,,,,,,,,,
m933,,,,,,,,,,,,,,,,,,,,,,,,,,,
m934,,,,,,,,,,,,,,,,,,,,,,,,,,,
m935,,,,,,,,,,,,,,,,,,,,,,,,,,,
m936,,,,,,,,,,,,,,,,,,,,,,,,,,,
m937,,,,,,,,,,,,,,,,,,,,,,,,,,,
m938,,,,,,,,,,,,,,,,,,,,,,,,,,,
m939,,,,,,,,,,,,,,,,,,,,,,,,,,,
m940,,,,,,,,,,,,,,,,,,,,,,,,,,,
m941,,,,,,,,,,,,,,,,,,,,,,,,,,,
m942,,,,,,,,,,,,,,,,,,,,,,,,,,,
m943,,,,,,,,,,,,,,,,,,,,,,,,,,,
m944,,,,,,,,,,,,,,,,,,,,,,,,,,,
m945,,,,,,,,,,,,,,,,,,,,,,,,,,,
m946,,,,,,,,,,,,,,,,,,,,,,,,,,,
m947,,,,,,,,,,,,,,,,,,,,,,,,,,,
m948,,,,,,,,,,,,,,,,,,,,,,,,,,,
m949,,,,,,,,,,,,,,,,,,,,,,,,,,,
m950,,,,,,,,,,,,,,,,,,,,,,,,,,,
m951,,,,,,,,,,,,,,,,,,,,,,,,,,,
m952,,,,,,,,,,,,,,,,,,,,,,,,,,,
m953,,,,,,,,,,,,,,,,,,,,,,,,,,,
m954,,,,,,,,,,,,,,,,,,,,,,,,,,,
m955,,,,,,,,,,,,,,,,,,,,,,,,,,,
m956,,,,,,,,,,,,,,,,,,,,,,,,,,,
m957,,,,,,,,,,,,,,,,,,,,,,,,,,,
m958,,,,,,,,,,,,,,,,,,,,,,,,,,,
m959,,,,,,,,,,,,,,,,,,,,,,,,,,,
m960,,,,,,,,,,,,,,,,,,,,,,,,,,,
m961,,,,,,,,,,,,,,,,,,,,,,,,,,,
m962,,,,,,,,,,,,,,,,,,,,,,,,,,,
m963,,,,,,,,,,,,,,,,,,,,,,,,,,,
m964,,,,,,,,,,,,,,,,,,,,,,,,,,,
m965,,,,,,,,,,,,,,,,,,,,,,,,,,,
m966,,,,,,,,,,,,,,,,,,,,,,,,,,,
m967,,,,,,,,,,,,,,,,,,,,,,,,,,,
m968,,,,,,,,,,,,,,,,,,,,,,,,,,,
m969,,,,,,,,,,,,,,,,,,,,,,,,,,,
m970,,,,,,,,,,,,,,,,,,,,,,,,,,,
m971,,,,,,,,,,,,,,,,,,,,,,,,,,,
m972,,,,,,,,,,,,,,,,,,,,,,,,,,,
m973,,,,,,,,,,,,,,,,,,,,,,,,,,,
m974,,,,,,,,,,,,,,,,,,,,,,,,,,,
m975,,,,,,,,,,,,,,,,,,,,,,,,,,,
m976,,,,,,,,,,,,,,,,,,,,,,,,,,,
m977,,,,,,,,,,,,,,,,,,,,,,,,,,,
m978,,,,,,,,,,,,,,,,,,,,,,,,,,,
m979,,,,,,,,,,,,,,,,,,,,,,,,,,,
m980,,,,,,,,,,,,,,,,,,,,,,,,,,,
m981,,,,,,,,,,,,,,,,,,,,,,,,,,,
m982,,,,,,,,,,,,,,,,,,,,,,,,,,,
m983,,,,,,,,,,,,,,,,,,,,,,,,,,,
m984,,,,,,,,,,,,,,,,,,,,,,,,,,,
m985,,,,,,,,,,,,,,,,,,,,,,,,,,,
m986,,,,,,,,,,,,,,,,,,,,,,,,,,,
m987,,,,,,,,,,,,,,,,,,,,,,,,,,,
m988,,,,,,,,,,,,,,,,,,,,,,,,,,,
m989,,,,,,,,,,,,,,,,,,,,,,,,,,,
m990,,,,,,,,,,,,,,,,,,,,,,,,,,,
m991,,,,,,,,,,,,,,,,,,,,,,,,,,,
m992,,,,,,,,,,,,,,,,,,,,,,,,,,,
m993,,,,,,,,,,,,,,,,,,,,,,,,,,,
m994,,,,,,,,,,,,,,,,,,,,,,,,,,,
m995,,,,,,,,,,,,,,,,,,,,,,,,,,,
m996,,,,,,,,,,,,,,,,,,,,,,,,,,,
m997,,,,,,,,,,,,,,,,,,,,,,,,,,,
m998,,,,,,,,,,,,,,,,,,,,,,,,,,,
m999,,,,,,,,,,,,,,,,,,,,,,,,,,,
